full_text,text_clean
Mkn menyesuaikan dengan program lain yg awalan Jak Jaklingko Jakprenuer G tau sy brapa yg beli rumah DP 0 g mengikuti sampean sepertinya sgt mengikuti Syaratnya penghasilan hinggal 14 juta brarti penghasilan 3 7 jt masih bisa kok mau daftar,sesuai program awal jakarta lingko jakprenuer tahu brapa beli rumah ikut sampean sangat ikut syarat hasil hinggal juta brarti hasil daftar
Transjakarta JKT Terima kasih atas tanggapannya mohon untuk di setiap pemberhentian bus Transjakarta atau jaklingko diberikan tanda atau sign untuk dilarang parkir agar tidak ada parkir sembarangan lagi,transjakarta jakarta terima kasih atas tanggap mohon henti transjakarta jakarta lingko beri tanda sign larang parkir parkir sembarang
Naik jaklingko 86 kenapa enak banget ya anjing,naik jakarta lingko enak banget anjing
alonely Nah Jaklingko ini harus di evaluasi Ga pernah pelan bawanya Cenderung grabak grubuk,alonely jakarta lingko evaluasi pelan bawa cenderung grabak grubuk
ketauan bgt firstimenya sampe salah ketik wkwk yg bner jaklingko alias jakarta keliling kota sotoy,tahu banget firstimenya salah ketik tertawa benar jakarta lingko alias jakarta keliling kota sok tahu
Supir Jaklingko JAK 44 trayek Andara Lenteng Agung Nopol B 2078 PV kebut kebutan penumpang naik belum duduk langsung gas sampai penumpang jatuh Penumpang mau turun sudah injak injak gas terus bikin takut penumpang,supir jakarta lingko trayek andara lenteng agung nopol bahasa kebut kebut tumpang naik duduk langsung tumpang jatuh tumpang turun injak injak terus buat takut tumpang
Nah tapi kebutuhan pnp suka susah ditebak Misal mau ke SMP 8 artinya ga boleh naik LRT dong Mestinya dimatengin dulu baru implementasi Tarif jaklingko yg udah dr dulu pun jg cacat klo 1 Tap in BRT 2 Tap out TOB Jumbo Rp3 5rb 3 Tap in BRT 4 Tap out BRT Rp3 5rb pdhl lt 3jam,butuh suka susah tebak misal arti naik mesti dimatengin baru implementasi tarif jakarta lingko sudah juga cacat kalau jumbo ribu ribu padahal
Warga DKI atau pendatang di Jakarta Kalau naik angkutan umum sudah pernah pakai Jaklingko Jaklingko salah satu hasil kepemimpinan Anies Baswedan,warga datang jakarta naik angkut umum pakai jakarta lingko jakarta lingko salah satu hasil pimpin anies baswedan
Bisa kok asal TOB kuning saya sering pakai 4C soalnya Klo dapet TOB kuning seneng Klo dapet TOB jumbo apess Soal khsus BRT itu hanya berlaku jika menggunakan app jaklingko,asal kuning pakai soal kalau kuning senang kalau jumbo soal khsus laku guna aplikasi jakarta lingko
Nyari kartu Jaklingko masih susah,cari kartu jakarta lingko susah
Tap out 8 15 tap in 8 20 sekarang bisa ya Soalnya saya disuruh nunggu 10 menit buat tap in lagi tuh padahal udah pake kartu jaklingko lho,soal suruh nunggu menit pakai kartu jakarta lingko
Buat yg sekali perjalanan butuh naik kereta lanjut TJ BRT dan lanjut lagi NBRT ini jadi dilematis Pake kartu Jaklingko ataupun bukan ga dapet tarif integrasi secara maksimal Harus milih bayar normal LRT MRT,jalan butuh naik kereta lanjut trans jakarta lanjut nbrt jadi lat pakai kartu jakarta lingko dapat tarif integrasi maksimal milih bayar normal mass rapid transit
Refo Sebagai warga Jakarta beberapa hal yg dirasain 1 Pengelolaan bantuan pendidikan KJP dan KJMU lebih teratur ga cmn duit tp penerima bisa beli pangan murah 2 Transport umum Jaklingko yg dirasain bgt buat upgrade angkot 3 Revitalisasi taman dan ruang terbuka yg bikin lebih,refo warga jakarta dirasain kelola bantu didik kjmu atur duit terima beli pangan murah transport umum jakarta lingko dirasain banget upgrade angkot revitalisasi taman ruang buka buat
Bukan masalah mengharuskan untuk ganti kartu sih Kak Narasinya mungkin bisa ditambah kalau tarif integrasi goceng per tiga jam berlaku untuk pengguna kartu JakLingko,masalah harus ganti kartu narasi tambah tarif integrasi goceng tiga laku guna kartu jakarta lingko
Waduh ternyata bukan hanya jakarta saja ya yang hilang Jaklingko nya pun hilang,nyata jakarta hilang jakarta lingko hilang
oh beda ini udah 2 5 bulan jalan logo Jaklingko hilang dari postingan sosmed transum jakarta,beda bulan jalan logo jakarta lingko hilang postingan sosmed transum jakarta
kalo edisi HUT ke 496 jakarta emang ga pake logo jaklingko ka dari guideline nya emang gitu aneh bukan,edisi jakarta memang pakai logo jakarta lingko kakak guideline memang gitu aneh
mungkin alasannya berkaitan dengan kenapa logo JakLingko hilang dari postingan TJ MRTJ dan LRTJ,alas kait logo jakarta lingko hilang postingan trans jakarta mrtj lrtj
Dan ya kadang pake kartu JakLingko pun kepotongnya tetep tarif normal kalau nge tap di TOB jumbo atau yang kuning bukan tarif integrasi,kadang pakai kartu jakarta lingko potong tetap tarif normal jumbo kuning tarif integrasi
ya betul rencana jalan nya nanti semuanya akan integrasi tarif dan payment oleh jaklingko perhitunan ongkos juga berdasar account base tapi entah kapan ini bisa terlaksana,betul rencana jalan integrasi tarif payment jakarta lingko perhitunan ongkos dasar account base laksana
Reformasi di bus di Seoul dimulai th 2005 berasa dampaknya mulai di 2010 dstnya Jakarta mulai reformasi 2018 9 lewat Jaklingko ya mungkin utk kasus Jakarta kerasa dampak besarnya di 2028 9 kali haha Tp kalau kepala daerahnya macam PJ skrg ya jangan ngarep,reformasi seoul mulai asa dampak mulai dstnya jakarta mulai reformasi lewat jakarta lingko kasus jakarta rasa dampak besar kali tertawa kepala daerah sekarang ngarep
Transjakarta JalurCipinangElokStaKrlJatinegara Dilewati oleh JakLingko hanya menjadi percuma krn tidak ada stop utk JakLingko Bagaimana menyelesaikan masalah ini,transjakarta jalurcipinangelokstakrljatinegara lewat jakarta lingko jadi henti jakarta lingko selesai masalah
Iya makanya saya bilang kasihan yang bukan pemegang kartu JakLingko Sementara kartunya susah didapat,bilang kasihan pegang kartu jakarta lingko kartu susah dapat
iya gapapa ka gaada yang mengharuskan kaka ganti kartu kartu jaklingko TJ atau KUE biasa punya benefitnya sendiri sendiri,gapapa kakak ada harus kakak ganti kartu kartu jakarta lingko trans jakarta punya benefitnya
ya iya tarif 5000 3 jam emang kartu jaklingko biru doang saya gak bilang KUE biasa dapet 5000 3 jam loh,tarif memang kartu jakarta lingko biru doang bilang
Reformasi besar2an transportasi publik di Seoul dimulai tahun 2005 an Pahit Macam skrg di Jakarta dgn Jaklingko nya Konversi dr ratusan koperasi usaha bus macam Kopaja Metromini KWK dll utk dijadikan dlm 1 sistem Kenapa bus dan bkn metro Krn bus menawarkan fleksibilitas,reformasi besar transportasi publik seoul mulai tahun pahit sekarang jakarta jakarta lingko konversi ratus koperasi usaha kopaja metromini lain jadi sistem bukan metro tawar fleksibilitas
Tapi yang tarif integrasi itu cuma yang pakai kartu JakLingko Kasihan yang masih pakai KUE biasa,tarif integrasi pakai kartu jakarta lingko kasihan pakai
W kayanya telat ahahahah thx jaklingko,kayak lambat ahahahah terimakasih jakarta lingko
ada chen naik jaklingko,chen naik jakarta lingko
alonely Jaklingko Anies ya,alonely jakarta lingko anies
jaklingko kalo dibutuhin ga nongol kalo ga dibutuhin nongol seabrek,jakarta lingko dibutuhin nongol tidak dibutuhin nongol abrek
Ga niatan pake terminal mas hehe Tinggal ubah aja sih peronnya Kan sayang terminal bagus2 ya moga aja direnov Kalo sekarang mungkin lebar 3 peron tsb terlalu sempit karna condong dulu untuk Metromini Mustinya sih disesuain 2 yang lebar untuk Metrotrans sisanya Jaklingko,niat pakai terminal tinggal ubah peron sayang terminal bagus moga direnov lebar peron sempit condong metromini mustinya disesuain lebar metrotrans sisa jakarta lingko
bang Transjakarta 1N blm muncul muncul dah di jaklingko tanah abang,transjakarta muncul muncul jakarta lingko tanah abang
sebel dah sama penumpang jaklingko yang kalo duduk smpe ngengkang giturapetan dikit kek woey biar gak boros tempat kasian bgt yg mau naik dibilang gakmuat2 pdhl mah gak mau geser pas udh masuk angkot muat2 aja tuh jd pd geser2 keren supirnya gak langsung gas ngengg,sebel tumpang jakarta lingko duduk ngengkang giturapetan dikit kayak woey boros tempat kasi banget naik bilang gakmuat padahal geser udah masuk angkot muat jadi geser keren supirnya langsung ngengg
Gue mengiri sama Jaklingko jakarta pusat udah mah bersih dan emang keliatan modern aja,iri jakarta lingko jakarta pusat bersih memang lihat modern
Transjakarta duhh mimin maaf ni komen lagi kenapa si angkot jaklingko males bgt stop buat penumpang sering bgt aku perhatiin pdahal masih muat tpi ada 1 penumpang aja nyetop malah di skip Itu penumpang2 nyetop sesuai tempatnya lho,transjakarta duhh mimin maaf komen angkot jakarta lingko malas banget henti tumpang banget perhati pdahal muat tumpang nyetop skip tumpang nyetop sesuai tempat
Tolong menjadi perhatian agar tidak membuat penumpukan penumpang di daerah Cilangkap sudah dua hari ini saat subuh jaklingko tidak sampai ke cilangkap Terimakasih Transjakarta jaklingko jak36,jadi perhati buat tumpu tumpang daerah cilangkap hari subuh jakarta lingko cilangkap terimakasih transjakarta jakarta lingko
Hai kak Sistem pembayaran tiket Transjakarta di kelola oleh PT Jaklingko Indonesia apabila ada ketidak sesuaian silakan laporkan ke nomor Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih LM,sistem bayar tiket transjakarta kelola jakarta lingko indonesia tidak sesuai sila lapor nomor whatsapp phone email customercare terima kasih
Bikin model dan sistem seperti jaklingko aja blm sanggup tetiba ngomongin mobil terbang di IKN Kunyah saja terus kecubungnya,buat model sistem jakarta lingko belum sanggup tetiba bicara mobil terbang kunyah terus kecubung
poerba Kampung pulo dibangun kembali Integrasi Angkutan Umum Jaklingko Lansia lebih manusiawi Banjir CEPAT surut UMKM meningkat Janji ke Jakmania Warga pulau seribu makin mudah dgn JAKGROSIR dll Makanya AYO KE JAKARTA,poerba kampung pulo bangun integrasi angkut umum jakarta lingko lanjut usia manusiawi banjir cepat surut umkm tingkat janji jakmania warga pulau ribu mudah jakgrosir lain jakarta
Ah kemarin beli kartu JakLingko saldonya Rp15 000 kok Di sini malah ceban doang,kemarin beli kartu jakarta lingko saldo ceban doang
Anda ga tinggal di Jakarta ya jangan sok tau itu busway semakin banyak yg naik apalagi ada jaklingko kemana mana gratis mas Otak dungu,tinggal jakarta tahu busway naik jakarta lingko gratis otak dungu
Transjakarta Wah klaim via WA Aku baru tau ni Hrs pakai aplikasi kah Kartunya jaklingko ya Kartu bank bisa klaim juga ga,transjakarta klaim whatsapp baru tahu pakai aplikasi kartu jakarta lingko kartu bank klaim
Transjakarta mohon infonya selain dihalte busway slipi petamburan jaklingko 54 arah ke bendungan hilir melewati halte busway apa lagi ya,transjakarta mohon info halte busway slip tambur jakarta lingko arah bendung hilir lewat halte busway
Dulu waktu nganggur gua gabut naik angkutan umum dari tj krl mrt sampe jaklingko sampe apal rutenyaa terus pernah juga gabut nyari orgil buat gua kasih makanan or minuman terus masuk di banyak komunitas2 ikut trip2 an bantuin usaha mamah ke pasar jagain ayah di RS,waktu punya kerja bosan naik angkut umum trans jakarta mass rapid transit jakarta lingko apal rutenyaa terus bosan cari orgil kasih makan minum terus masuk komunitas ikut trip bantuin usaha mamah pasar jagain ayah
YaAllah turunin skuti dari langit soalnya w cPek nungguin jaklingko,allah turunin skuti langit soal cpek tunggu jakarta lingko
bocah sudirman bau ketek najis mana nempel bnget ke ak ANJG BANGET MALES LAGI NAEK JAKLINGKO PAS ADA TU BOCAH,bocah sudirman ketek najis nempel bnget anjing banget malas naik jakarta lingko bocah
Sumpah gw butuh jakarta bikin smart card yg bisa dipake di semua transport umum dan bukan kartu bank karena kartu bank mesti connect ke server bank tiap tap makanya lama dan jaklingo doesnt count bc jaklingko walaupun bukan kartu bank topupnya emg pake bank dki tp yg rilis,sumpah butuh jakarta buat smart card pakai transport umum kartu bank kartu bank mesti connect server bank jaklingo doesnt count jakarta lingko kartu bank topupnya memang pakai bank yang rilis
Aku jawabnya pertama karena di sini buka lowongan yg bidang pekerjaannya sesuai sm yg ak kuasai kedua walaupun lumayan jauh tp karena ak pake jaklingko jadi gak ngekos samsek,jawab pertama buka lowong bidang kerja sesuai sama kuasa dua lumayan jauh pakai jakarta lingko jadi tinggal kos sama sekali
Apakah ada beda tarif tiket qr aplikasi jaklingko sama kartu jaklingko,beda tarif tiket aplikasi jakarta lingko kartu jakarta lingko
anjar Tarif integrasi antar moda transportasi bisa dengan metode pembayaran menggunakan Tiket QR Aplikasi Jaklingko Terima kasih RSN,anjar tarif integrasi moda transportasi metode bayar guna tiket aplikasi jakarta lingko terima kasih
anjar Transjakarta Kalo kakak tap in tap out di tempat yang bener dan masih kena potongan coba klaim ke jaklingko lewat WA kak Aku tiap pake tarif integrasi selalu klaim saldo soalnya Ribet emang P,anjar transjakarta kakak tempat benar kena potong coba klaim jakarta lingko lewat whatsapp pakai tarif integrasi klaim saldo soal ribet memang
anjar Malam kak Untuk mendapatkan tarif integrasi Rp 5000 dalam tiga jam bisa dengan menggunakan Kartu Jaklingko namun harus melakukan tap in dan tap out di halte halte Transjakarta bus Transjakarta Terima kasih WY,anjar malam dapat tarif integrasi tiga guna kartu jakarta lingko laku halte halte transjakarta transjakarta terima kasih
Tanah abang era anies bagus bangat era jokowi ahok amburadul apalagi sekarang tanah abang udah terpadu busway krl jaklingko hehehe soalnya setiap hari ke tanah abang,tanah abang anies bagus bangat jokowi ahok amburadul tanah abang padu busway jakarta lingko hehehe soal hari tanah abang
pulang naik transportasi umum tidak selamanya indah broooo re jaklingko,pulang naik transportasi umum indah broooo reply jakarta lingko
tapi ada benernya juga kok sekarang banyak kendaraan umum tua yg tetep dipaksa beroperasi padahal dari jauh aja udah keliatan ga layak jalan jadi kena kecelakaan langsung ringsek imbas kendaraan umum gk dikelola langsung sama pemerintah tp perorangan bagus jaklingko,benernya kendara umum tetap paksa operasi jauh sudah lihat layak jalan jadi kena celaka langsung ringsek imbas kendara umum kelola langsung perintah orang bagus jakarta lingko
Raditya seorang petugas SPPU yg pulang bertugas tersenggol jaklingko di jln I Gusti Ngurah Rai duren sawit Jakarta Timur Selasa pagi 23 mei 2023,raditya tugas sppu pulang tugas senggol jakarta lingko jalan gusti ngurah durian sawit jakarta timur selasa pagi
Nomor Jaklingko 10 Jurusan Tanah Abang Kota Plat nomornya mau dipoto sopirnya dah tancap gas,nomor jakarta lingko jurus tanah abang kota plat nomor dipoto sopir tancap
Halo min Transjakarta kalau dari Halte JakLingko Tanah Abang mau ke Mal Pelayanan Publik Jl HR Rasuna Said naik Tj rute apa ya,halo transjakarta halte jakarta lingko tanah abang layan publik jalan hari rasuna said naik trans jakarta rute
Jaklingko nih salah satu hal yg disyukuri oleh warga jakarta seperti saya Walopun angkot yg gua naikin rute pendek sih masih sekitaran domisili Tapi sejak ada jaklingko nih kalo w mo ke kembangan ga perlu naik ojol yg ongkosnya 20rb lebih sekali jalan heuheu,jakarta lingko salah satu syukur warga jakarta walopun angkot naikin rute pendek sekitar domisili jakarta lingko kembang perlu naik ojol ongkos ribu jalan heuheu
Mohon maaf atas ketidaknyamanannya harap lengkapi informasi berikut agar dapat ditindaklanjuti oleh petugas Nomor Jaklingko Plat Nomor Mobil Jika Ada Terima kasih,mohon maaf atas ketidaknyamanannya harap lengkap informasi ikut tindak lanjut tugas nomor jakarta lingko plat nomor mobil terima kasih
Alo Armada Jaklingko yg lewat samping stasiun Juanda Istiqlal ini rada2 kurang ajar juga Nurunin orang di samping stasiun Juanda sembarangan Tapi giliran mau naik disuruhnya di halte Apa gitu emang SOP nya Sopirnya songong pula Tolong dibina lagi Trima kasih,armada jakarta lingko lewat samping stasiun juanda istiqlal kurang ajar nurunin orang samping stasiun juanda sembarang gilir naik suruh halte gitu memang sopir sombong bina terima kasih kasih
